PERSON_ID,PLAYER_NAME,SALARY
1630173,Precious Achiuwa,2711280.0
203500,Steven Adams,17073171.0
1628389,Bam Adebayo,28103550.0
1630583,Santi Aldama,1994520.0
200746,LaMarcus Aldridge,2641691.0
1629638,Nickeil Alexander-Walker,3261480.0
1628960,Grayson Allen,4054695.0
1628386,Jarrett Allen,20000000.0
1630631,Jose Alvarado,
203937,Kyle Anderson,9937150.0
203507,Giannis Antetokounmpo,39344970.0
203648,Thanasis Antetokounmpo,1729217.0
2546,Carmelo Anthony,2641691.0
1630175,Cole Anthony,3449400.0
1628384,OG Anunoby,16071429.0
1627853,Ryan Arcidiacono,586136.0
201571,D.J. Augustin,7622467.0
1630166,Deni Avdija,4692840.0
1629028,Deandre Ayton,12632950.0
1628962,Udoka Azubuike,2075880.0
1628963,Marvin Bagley III,11312114.0
1630163,LaMelo Ball,8231760.0
1628366,Lonzo Ball,18604651.0
1628964,Mo Bamba,7568742.0
1630217,Desmond Bane,2033160.0
1630625,Dalano Banton,925258.0
203084,Harrison Barnes,20284091.0
1630567,Scottie Barnes,7280520.0
1629628,RJ Barrett,8623920.0
203115,Will Barton,15384615.0
1629646,Charles Bassey,925258.0
1628966,Keita Bates-Diop,1729217.0
201587,Nicolas Batum,12213507.0
203145,Kent Bazemore,2401537.0
1629647,Darius Bazley,2513040.0
203078,Bradley Beal,34502130.0
1627736,Malik Beasley,14391964.0
202722,Davis Bertans,16000000.0
201976,Patrick Beverley,14320988.0
1630180,Saddiq Bey,2824320.0
203920,Khem Birch,6350000.0
1629048,Goga Bitadze,3098400.0
202687,Bismack Biyombo,1366392.0
202357,Nemanja Bjelica,2089448.0
202339,Eric Bledsoe,18125000.0
1629833,Keljin Blevins,
203992,Bogdan Bogdanovic,18000000.0
202711,Bojan Bogdanovic,18700000.0
1629626,Bol Bol,2161152.0
1630195,Leandro Bolmaro,2353320.0
1629067,Isaac Bonga,1729217.0
1626164,Devin Booker,31610000.0
1630527,Brandon Boston,925258.0
1628449,Chris Boucher,7009615.0
1630547,James Bouknight,4154400.0
202340,Avery Bradley,2641691.0
1628396,Tony Bradley,1789256.0
1629649,Ignas Brazdeikis,
1628969,Mikal Bridges,5557725.0
1628970,Miles Bridges,5421493.0
1629052,Oshae Brissett,1701593.0
1627763,Malcolm Brogdon,21700000.0
1629717,Armoni Brooks,1489065.0
1628415,Dillon Brooks,12200000.0
1628971,Bruce Brown,4736102.0
1627759,Jaylen Brown,24830357.0
1629650,Moses Brown,1701593.0
1628425,Sterling Brown,3000000.0
1630535,Greg Brown III,925258.0
1629718,Charlie Brown Jr.,
1630602,Chaundee Brown Jr.,
1628972,Troy Brown Jr.,5170564.0
1628973,Jalen Brunson,1802057.0
1628418,Thomas Bryant,8730159.0
203493,Reggie Bullock,9536000.0
203504,Trey Burke,3333333.0
202692,Alec Burks,9536000.0
1630215,Jared Butler,925258.0
202710,Jimmy Butler,36016200.0
1629719,Devontae Cacok,
203484,Kentavious Caldwell-Pope,13038862.0
1630267,Facundo Campazzo,3804150.0
1628427,Vlatko Cancar,1782621.0
1629962,Devin Cannady,
203991,Clint Capela,17103448.0
1630176,Vernon Carey Jr.,1517981.0
1628975,Jevon Carter,4107149.0
1628976,Wendell Carter Jr.,6920027.0
1627936,Alex Caruso,8604651.0
1630551,Justin Champagnie,
1629185,Chris Chiozza,
1627737,Marquese Chriss,958529.0
1630528,Josh Christopher,2259240.0
1629109,Gary Clark,377645.0
1629634,Brandon Clarke,2726880.0
203903,Jordan Clarkson,12420000.0
1629651,Nic Claxton,1782621.0
1629599,Amir Coffey,
1628381,John Collins,23000000.0
1628380,Zach Collins,6984127.0
201144,Mike Conley,21000000.0
1626192,Pat Connaughton,5333333.0
1629076,Tyler Cook,
1630536,Sharife Cooper,
202326,DeMarcus Cousins,1290481.0
203496,Robert Covington,12975471.0
1628470,Torrey Craig,4878049.0
203109,Jae Crowder,9720900.0
1629633,Jarrett Culver,6395160.0
1630595,Cade Cunningham,10050120.0
203552,Seth Curry,8186047.0
201939,Stephen Curry,45780966.0
203076,Anthony Davis,35361360.0
202334,Ed Davis,2641691.0
1629056,Terence Davis,4000000.0
201942,DeMar DeRozan,26000000.0
203473,Dewayne Dedmon,5256308.0
1628978,Donte DiVincenzo,4675830.0
1628977,Hamidou Diallo,5200000.0
203476,Gorgui Dieng,4000000.0
203915,Spencer Dinwiddie,17142857.0
1629029,Luka Doncic,10174391.0
1629652,Luguentz Dort,1782621.0
1630245,Ayo Dosunmu,925258.0
201609,Goran Dragic,20168742.0
203083,Andre Drummond,2401537.0
1630537,Chris Duarte,3749520.0
1630561,David Duke Jr.,
201142,Kevin Durant,40918900.0
1630162,Anthony Edwards,10245480.0
1629035,Carsen Edwards,
1630556,Kessler Edwards,
1629604,CJ Elleby,1517981.0
201961,Wayne Ellington,2641691.0
203954,Joel Embiid,31579390.0
202324,Derrick Favors,9720900.0
1628981,Bruno Fernando,1782621.0
1627827,Dorian Finney-Smith,4000000.0
1630238,Malik Fitts,85578.0
1630201,Malachi Flynn,2048040.0
1627854,Bryn Forbes,
1630235,Trent Forrest,
203095,Evan Fournier,18139535.0
1628368,De'Aaron Fox,28103550.0
1628982,Melvin Frazier Jr.,
1628365,Markelle Fultz,16500000.0
1629117,Wenyen Gabriel,
1629655,Daniel Gafford,1782621.0
201568,Danilo Gallinari,20475000.0
1629636,Darius Garland,7040880.0
1630586,Usman Garuba,2353320.0
1630568,Luka Garza,925258.0
200752,Rudy Gay,5890000.0
202331,Paul George,39344970.0
201959,Taj Gibson,4910000.0
1630581,Josh Giddey,5988000.0
1628983,Shai Gilgeous-Alexander,5495532.0
1630264,Anthony Gill,1517981.0
203497,Rudy Gobert,35344828.0
1629164,Brandon Goodwin,
203932,Aaron Gordon,16409091.0
201569,Eric Gordon,18218818.0
1628984,Devonte' Graham,11000000.0
203924,Jerami Grant,20000000.0
201980,Danny Green,10000000.0
203110,Draymond Green,24026712.0
203210,JaMychal Green,8292683.0
1630224,Jalen Green,8992200.0
1629750,Javonte Green,1669178.0
201145,Jeff Green,4500000.0
1630182,Josh Green,2957520.0
201933,Blake Griffin,32405817.0
1629656,Quentin Grimes,2168760.0
1629060,Rui Hachimura,4916160.0
1630169,Tyrese Haliburton,4023600.0
1630181,R.J. Hampton,2303040.0
203501,Tim Hardaway Jr.,21306816.0
201935,James Harden,43848000.0
203090,Maurice Harkless,4347600.0
1629607,Jared Harper,
1626149,Montrezl Harrell,9720900.0
203914,Gary Harris,20482143.0
203925,Joe Harris,17357143.0
202699,Tobias Harris,36000000.0
1628404,Josh Hart,12000000.0
1628392,Isaiah Hartenstein,3430810.0
2617,Udonis Haslem,2641691.0
1630573,Sam Hauser,313737.0
1629637,Jaxson Hayes,5348280.0
1630165,Killian Hayes,5572680.0
202330,Gordon Hayward,29900000.0
1627823,Juancho Hernangomez,6175440.0
1626195,Willy Hernangomez,2327220.0
1629639,Tyler Herro,4004280.0
1627741,Buddy Hield,22477273.0
1629312,Haywood Highsmith,85578.0
201588,George Hill,4000000.0
1630792,Malcolm Hill,
1630207,Nate Hinton,
1628988,Aaron Holiday,3980551.0
201950,Jrue Holiday,30133333.0
203200,Justin Holiday,6006420.0
1626158,Richaun Holmes,10384500.0
203918,Rodney Hood,2239544.0
201143,Al Horford,27000000.0
1629659,Talen Horton-Tucker,9500000.0
1627863,Danuel House Jr.,2045094.0
2730,Dwight Howard,2641691.0
1630210,Markus Howard,
1628989,Kevin Huerter,4253357.0
1630190,Elijah Hughes,1517981.0
1630624,Feron Hunt,
1629631,De'Andre Hunter,7775400.0
1630538,Bones Hyland,2096880.0
201586,Serge Ibaka,9742000.0
2738,Andre Iguodala,2641691.0
204060,Joe Ingles,14000000.0
1627742,Brandon Ingram,29467800.0
202681,Kyrie Irving,34916200.0
1628371,Jonathan Isaac,17400000.0
1628402,Frank Jackson,3000000.0
1630543,Isaiah Jackson,2451120.0
1628367,Josh Jackson,5005350.0
202704,Reggie Jackson,10384500.0
1628991,Jaren Jackson Jr.,9180560.0
2544,LeBron James,41180544.0
1629660,Ty Jerome,2412840.0
1630198,Isaiah Joe,1517981.0
1629661,Cameron Johnson,4437000.0
1630525,David Johnson,
1630552,Jalen Johnson,2659560.0
1629640,Keldon Johnson,2145720.0
1630553,Keon Johnson,2553120.0
1626169,Stanley Johnson,888616.0
203999,Nikola Jokic,30510423.0
1627745,Damian Jones,1977011.0
1630529,Herbert Jones,1700000.0
1630539,Kai Jones,2770560.0
1630222,Mason Jones,
1630200,Tre Jones,1517981.0
1626145,Tyus Jones,7522200.0
1627884,Derrick Jones Jr.,9720900.0
201599,DeAndre Jordan,10517224.0
202709,Cory Joseph,7310000.0
1628379,Luke Kennard,12727273.0
1630296,Braxton Key,
1630557,Corey Kispert,3383640.0
1628467,Maxi Kleber,8750000.0
1630233,Nathan Knight,
1628995,Kevin Knox II,5845978.0
1629723,John Konchar,2197674.0
1627788,Furkan Korkmaz,4629630.0
1628436,Luke Kornet,606702.0
1630249,Vit Krejci,925258.0
1629083,Arnoldas Kulboka,
1630228,Jonathan Kuminga,5466360.0
1628398,Kyle Kuzma,13000000.0
203897,Zach LaVine,19500000.0
1630237,Anthony Lamb,
203087,Jeremy Lamb,10500000.0
1629111,Jock Landale,925258.0
1629641,Romeo Langford,3804360.0
1627774,Jake Layman,3940184.0
1627747,Caris LeVert,17500000.0
1627814,Damion Lee,1910860.0
1630240,Saben Lee,1489065.0
203458,Alex Len,3731707.0
202695,Kawhi Leonard,39344900.0
1630575,Scottie Lewis,
1630184,Kira Lewis Jr.,3822240.0
203081,Damian Lillard,39344900.0
1629642,Nassir Little,2316240.0
1630587,Isaiah Livers,1057260.0
1626172,Kevon Looney,5178572.0
201572,Brook Lopez,13302325.0
201577,Robin Lopez,5000000.0
1629712,Didi Louzada,1786878.0
201567,Kevin Love,31300000.0
200768,Kyle Lowry,26984128.0
1630994,Gabriel Lundberg,
1627789,Timothe Luwawu-Cabarrot,1939350.0
1626168,Trey Lyles,2500000.0
1630177,Theo Maledon,2000000.0
1630572,Sandro Mamukelashvili,
1629611,Terance Mann,1782621.0
1630544,Tre Mann,2901240.0
1626246,Boban Marjanovic,3500000.0
1628374,Lauri Markkanen,15690909.0
1630230,Naji Marshall,1517981.0
1628997,Caleb Martin,527614.0
1628998,Cody Martin,1782621.0
1630231,Kenyon Martin Jr.,1517981.0
1629726,Garrison Mathews,1093598.0
202083,Wesley Matthews,1958501.0
1630178,Tyrese Maxey,2602920.0
1630219,Skylar Mays,
1630540,Miles McBride,925258.0
1630644,Mac McClung,
203468,CJ McCollum,30864198.0
204456,T.J. McConnell,7500000.0
1630183,Jaden McDaniels,2063280.0
1629667,Jalen McDaniels,1782621.0
203926,Doug McDermott,13750000.0
201580,JaVale McGee,5000000.0
203585,Rodney McGruder,1939350.0
1629162,Jordan McLaughlin,1669178.0
203463,Ben McLemore,2389641.0
1629001,De'Anthony Melton,8437500.0
1629002,Chimezie Metu,1762796.0
203114,Khris Middleton,35500000.0
201988,Patty Mills,5890000.0
200794,Paul Millsap,2641691.0
1629003,Shake Milton,1846738.0
1630558,Davion Mitchell,4603320.0
1628378,Donovan Mitchell,28103550.0
1630596,Evan Mobley,8075160.0
1628370,Malik Monk,1789256.0
202328,Greg Monroe,
1630541,Moses Moody,3562080.0
1629875,Xavier Moon,
1629630,Ja Morant,9603360.0
1629752,Juwan Morgan,
202693,Markieff Morris,2641691.0
1628420,Monte Morris,8333333.0
202694,Marcus Morris Sr.,15627907.0
1628539,Mychal Mulder,
1630530,Trey Murphy III,3053760.0
1627749,Dejounte Murray,15428571.0
1627750,Jamal Murray,31590000.0
203488,Mike Muscala,3500000.0
1629004,Svi Mykhailiuk,1729217.0
1626204,Larry Nance Jr.,10690909.0
1630612,RJ Nembhard Jr.,
1630174,Aaron Nesmith,3631200.0
203526,Raul Neto,2089448.0
1627777,Georges Niang,3300000.0
1630227,Daishen Nix,292466.0
1630192,Zeke Nnaji,2498760.0
203457,Nerlens Noel,8800000.0
1629669,Jaylen Nowell,1782621.0
1628373,Frank Ntilikina,1789256.0
1629134,Kendrick Nunn,5000000.0
203994,Jusuf Nurkic,12000000.0
1628021,David Nwaba,4650000.0
1629670,Jordan Nwora,1517981.0
1626220,Royce O'Neale,8678571.0
1629643,Chuma Okeke,3277080.0
1629006,Josh Okogie,4087904.0
1630168,Onyeka Okongwu,6104280.0
1630171,Isaac Okoro,6720720.0
203506,Victor Oladipo,2389641.0
203482,Kelly Olynyk,12195122.0
1626224,Cedi Osman,8050000.0
1626162,Kelly Oubre Jr.,12000000.0
1629672,Eric Paschall,1782621.0
101108,Chris Paul,30800000.0
1626166,Cameron Payne,6500000.0
203901,Elfrid Payton,2239544.0
1627780,Gary Payton II,1939350.0
1630691,Jamorko Pickett,
1629033,Theo Pinson,
203486,Mason Plumlee,8137500.0
1627751,Jakob Poeltl,8750000.0
1630197,Aleksej Pokusevski,3113160.0
1630582,Yves Pons,
1629673,Jordan Poole,2161440.0
1629645,Kevin Porter Jr.,2130240.0
1629008,Michael Porter Jr.,5258735.0
203490,Otto Porter Jr.,2389641.0
1626171,Bobby Portis,4347600.0
204001,Kristaps Porzingis,31650600.0
203939,Dwight Powell,11000000.0
1629619,Myles Powell,
1626181,Norman Powell,15517242.0
1630563,Joshua Primo,3946800.0
1627752,Taurean Prince,15057692.0
1630202,Payton Pritchard,2137440.0
1630243,Trevelin Queen,
1629674,Neemias Queta,
1630193,Immanuel Quickley,2210640.0
203944,Julius Randle,19800000.0
1630559,Austin Reaves,925258.0
1629629,Cam Reddish,4670160.0
1628432,Davon Reed,
1630194,Paul Reed,1517981.0
1629675,Naz Reid,1782621.0
1630208,Nick Richards,1517981.0
1626196,Josh Richardson,11600000.0
203085,Austin Rivers,2401537.0
1629130,Duncan Robinson,15560000.0
1629011,Mitchell Robinson,1802057.0
1630526,Jeremiah Robinson-Earl,2000000.0
1629676,Isaiah Roby,1782621.0
200765,Rajon Rondo,2641691.0
201565,Derrick Rose,13445120.0
203082,Terrence Ross,12500000.0
1626179,Terry Rozier,17905263.0
201937,Ricky Rubio,17809524.0
1626156,D'Angelo Russell,30013500.0
1630346,Matt Ryan,
1627734,Domantas Sabonis,18562500.0
203967,Dario Saric,9000000.0
203107,Tomas Satoransky,10468119.0
1630648,Jordan Schakel,
1629678,Admiral Schofield,
203471,Dennis Schroder,5890000.0
1630206,Jay Scrubb,
1630578,Alperen Sengun,3214680.0
1629012,Collin Sexton,6349671.0
1629013,Landry Shamet,3768342.0
1630549,Day'Ron Sharpe,2009040.0
1627783,Pascal Siakam,31320000.0
1627732,Ben Simmons,31590000.0
1630250,Marko Simonovic,925258.0
1629014,Anfernee Simons,3938818.0
1630579,Jericho Sims,
1630606,Javonte Smart,
203935,Marcus Smart,14339285.0
202397,Ish Smith,4500000.0
1630188,Jalen Smith,4458000.0
1630270,Xavier Sneed,1563518.0
203503,Tony Snell,2389641.0
1630531,Jaden Springer,2023800.0
203917,Nik Stauskas,
202362,Lance Stephenson,924730.0
1630205,Lamar Stevens,1517981.0
1630191,Isaiah Stewart,3277080.0
1629622,Max Strus,1669178.0
1630591,Jalen Suggs,6593040.0
1630256,Jae'Sean Tate,1517981.0
1628369,Jayson Tatum,28103550.0
1630678,Terry Taylor,
202066,Garrett Temple,4910000.0
1630179,Tyrell Terry,1517981.0
1628464,Daniel Theis,8372093.0
1630271,Brodric Thomas,
1630560,Cam Thomas,2036280.0
202738,Isaiah Thomas,
1629744,Matt Thomas,1669178.0
202691,Klay Thompson,37980720.0
202684,Tristan Thompson,9720900.0
1630550,JT Thor,1250000.0
1629680,Matisse Thybulle,2840160.0
1629681,Killian Tillie,2000000.0
1630214,Xavier Tillman Sr.,1517981.0
1630225,Isaiah Todd,1500000.0
1630167,Obi Toppin,5105160.0
1629308,Juan Toscano-Anderson,1701593.0
1626157,Karl-Anthony Towns,31610000.0
1629018,Gary Trent Jr.,16000000.0
200782,P.J. Tucker,7000000.0
1629730,Rayjon Tucker,
1626167,Myles Turner,18000000.0
202685,Jonas Valanciunas,14000000.0
1627832,Fred VanVleet,19675926.0
1629020,Jarred Vanderbilt,4259259.0
1630170,Devin Vassell,4235160.0
1629216,Gabe Vincent,1669178.0
202696,Nikola Vucevic,24000000.0
1629731,Dean Wade,1782621.0
1630532,Franz Wagner,5007840.0
1629021,Moritz Wagner,1729217.0
1630688,Ish Wainright,
202689,Kemba Walker,8729020.0
1629022,Lonnie Walker IV,4447896.0
202322,John Wall,44310840.0
203933,T.J. Warren,12690000.0
1629023,P.J. Washington,4215120.0
1630613,Duane Washington Jr.,
1629139,Yuta Watanabe,1762769.0
1630322,Lindy Waters III,
1630570,Trendon Watford,260561.0
1629683,Quinndary Weatherspoon,
201566,Russell Westbrook,44211146.0
1629632,Coby White,5837760.0
1628401,Derrick White,15178571.0
202355,Hassan Whiteside,2401537.0
1630580,Joe Wieskamp,
1630598,Aaron Wiggins,1000000.0
203952,Andrew Wiggins,31579390.0
1629623,Lindell Wigginton,
1630314,Brandon Williams,
1629684,Grant Williams,2617800.0
1629026,Kenrich Williams,2000000.0
101150,Lou Williams,5000000.0
1630172,Patrick Williams,7422000.0
1630533,Ziaire Williams,4373160.0
1629057,Robert Williams III,3661976.0
1629627,Zion Williamson,10733400.0
1629685,Dylan Windler,2239200.0
1626159,Justise Winslow,3902439.0
1630216,Cassius Winston,
1630164,James Wiseman,9166800.0
1626174,Christian Wood,13666667.0
1630218,Robert Woodard II,1517981.0
1626153,Delon Wright,8526316.0
1630589,Moses Wright,
1630593,McKinley Wright IV,
1628221,Gabe York,
201152,Thaddeus Young,14190000.0
1629027,Trae Young,8326471.0
1630209,Omer Yurtseven,1489065.0
1627826,Ivica Zubac,7518518.0
